date,text
2025-07-14 10:08:02+00:00,"حسن میثمی، مدیرکل توسعه فناوری‌های نوین وزارت ارتباطات، با تایید ضمنی نقش حکومت در ایجاد اختلال در سامانه‌های موقعیت‌یابی (جی‌پی‌اس)، گفت: «پس از اختلال رخ‌داده در سیستم‌ها و مسیریاب‌ها، کاربران تاکسی‌های اینترنتی و پیک‌های موتوری دچار مشکلات بسیاری شدند.»
او با اشاره به جنگ ۱۲ روزه افزود: «اما باید بپذیریم که یک اتفاقی در کشور ما رخ داده و به دستگاه‌هایی که در این زمینه حساس هستند حق داد تا عادی شدن شرایط محدودیت‌هایی را وضع کنند.»
این مقام دولت هشدار داد که مقام‌های ارشد نظامی و دولتی به هیچ‌وجه نباید از پیام‌رسان واتس‌اپ استفاده کنند.
https://iranintl.com/202507147729"
2025-07-14 10:03:59+00:00,"انفجار در یک مجتمع مسکونی در قم تازه‌ترین مورد از آتش‌سوزی‌ها و انفجارهای پی‌در‌پی است که پس از توقف جنگ ۱۲ روزه موجب واکنش دوباره افکار عمومی به علت این حوادث شده است.مقام‌های حکومتی علت بیشتر این انفجارها را نشت گاز عنوان کرده‌اند.

محسن مهیمنی،‌ عضو تحریریه ایران‌اینترنشنال، درباره واکنش‌ها به این حوادث می‌گوید
@iranintltv"
2025-07-14 09:01:50+00:00,"غلامحسین محسنی‌اژه‌ای، رییس قوه قضاییه گفت پرونده شهروندان بازداشت شده با اتهام «جاسوسی برای اسرائیل» نیاز به کار تحقیقی گسترده ندارد. 
او همچنین از مقام‌های قوه قضاییه خواست تا پرونده این متهمان با سرعت تعیین تکلیف شود.
پس از جنگ ۱۲ روزه میان جمهوری اسلامی و اسرائیل، صدها شهروند با عناوین اتهامی نامشخص بازداشت شدند که از شرایط و محل نگهداری آنان اطلاعی در دست نیست.

اخیرا اصغر جهانگیر، سخنگوی قوه قضاییه از تفهیم اتهام «جاسوسی» به برخی شهروندان بازداشت‌شده پس از جنگ ۱۲ روزه جمهوری اسلامی و اسرائیل خبر داده بود.
در این شرایط و با در نظر گرفتن اظهارات سخنگوی قوه قضاییه، محسنی‌اژه‌ای و طرح جدید مجلس شورای اسلامی برای تشدید مجازات «جاسوسی و همکاری با کشورهای متخاصم»، نگرانی‌ها درباره احتمال صدور و اجرای سریع احکام اعدام برای بازداشت‌شدگانی که با اتهامات سنگین مواجه هستند، افزایش یافته است.

https://iranintl.com/202507143920"
2025-07-14 08:37:45+00:00,"رهبر کره شمالی در دیدار با وزیر خارجه روسیه، بار دیگر حمایت بی‌قید و شرط خود را از اقدامات مسکو در جنگ با اوکراین اعلام کرد.

علیرضا محبی، خبرنگار ایران‌اینترنشنال، گزارش می‌دهد
@iranintltv"
2025-07-14 08:35:41+00:00,"با تشدید گرانی مواد غذایی، معاون اول پزشکیان بازگشت قیمت‌ها به پیش از جنگ ۱۲روزه را ضروری دانست. همزمان نایب‌ رییس مجلس با انتقاد از افزایش قیمت کالاهای اساسی و خودرو، ازبرگزاری جلسه غیرعلنی برای بررسی عملکرد اقتصادی دولت خبر داد

گفت‌وگو با رضا غیبی، عضو تحریریه ایران‌اینترنشنال
@iranintltv"
2025-07-14 08:19:07+00:00,"در پی انفجار و تخریب بخشی از یک ساختمان در «مجتمع مسکونی پردیسان قم» خبرگزاری فارس، وابسته به سپاه پاسداران، نوشت در چند روز گذشته برخی چهره‌های «ضدانقلاب» و اکانت‌های مرتبط با اسرائیل تلاش می کنند هر سانحه یا حادثه طبیعی متداول را با هدف ایجاد اضطراب در بین مردم به جنگ مرتبط کنند.

فارس نوشت که ساکنان ساختمانی که دچار انفجار شده، «شهروندان عادی» هستند.

این رسانه وابسته به سپاه افزود که اگر حمله‌ای در ایران رخ داده باشد، مردم با فعال شدن آژیر خطر در اسرائیل از آن مطلع خواهند شد.

هم‌زمان مدیرعامل سازمان آتش‌نشانی قم گفت درباره انفجار این ساختمان «احتمال نشت گاز» وجود دارد.
https://iranintl.com/202507142248"
2025-07-14 08:04:01+00:00,"مجید دوستعلی،‌ نماینده کرمان، با اشاره به جنگ ۱۲ روزه با اسرائیل گفت مردم ما باید توجه داشته باشند که در حین مذاکره با امریکا مورد تجاوز اسرائیل قرار گرفتیم.

او افزود: :«قبلا خیلی‌ها می‌گفتند مذاکره کنیم و حرف‌ها را بشنویم و این کار انجام شد و این تهاجم دال بر این است که مردم متوجه شوند که دشمن، دشمن است و دشمنی را در هر جایی که باشد نشان می‌دهد.»

دوستعلی اضافه کرد: «در جنگ ۱۲ روزه مشخص شد ترامپ صلح‌طلب نیست و از همان اول حامی اسرائیل بوده است.»
https://iranintl.com/202507147636"
2025-07-14 07:49:07+00:00,"حساب فارسی‌زبان وزارت خارجه اسرائیل در اینستاگرام،‌ طی واکنشی به حوادث انفجار در روزهای اخیر در تهران و شهرهای دیگر ایران که مقام‌های حکومتی دلیل آن را «نشت گاز» عنوان می‌کنند، نوشت اگر جمهوری اسلامی «به جای ارسال میلیون‌ها دلار به تروریست‌های ورشکسته منطقه، لوله‌های گاز را ترمیم می‌کرد بهتر نبود.»
این پست پس از تازه‌ترین حادثه مشابه که طی آن ساختمانی در قم منفجر شد،‌ در اینستاگرام منتشر شده است.
اعلام «نشت گاز» برای این حوادث از سوی مقام‌های حکومت ایران با واکنش شهروندان مواجه شده است.
خبرگزاری فارس، وابسته به سپاه پاسداران،‌ دقایقی پس از انفجار قم با آن‌که دلیل و قربانیان آن به صورت رسمی از سوی مقام‌ها اعلام نشدند، نوشت که ساکنان ساختمان منفجرشده «شهروندان عادی»‌ هستند. فارس به مرتبط کردن انفجارها به جنگ با اسرائیل واکنش نشان داد.
https://iranintl.com/202507148009"
2025-07-14 07:47:18+00:00,"آمریکا از استرالیا و ژاپن خواست در صورت جنگ احتمالی با چین بر سر تایوان، موضع روشنی اتخاذ کنند. استرالیا از پیش درباره اعزام نیرو تصمیم نمی‌گیرد و ژاپن به‌ دلیل محدودیت‌های قانونی، محتاط است.

علیرضا محبی، خبرنگار ایران‌اینترنشنال، گزارش می‌دهد
@iranintltv"
2025-07-14 07:28:56+00:00,"🔻محسن معزی‌فر، دبیر فدراسیون بسکتبال ایران تایید کرده است که ویدیوی رقص و شادی بازیکنان تیم ملی بسکتبال زنان ایران از  صفحه اینستاگرام آسیاکاپ با فشار جمهوری اسلامی بوده است.

🔹او دراین‌باره به روزنامه هفت صبح گفت: «این کار، غیرحرفه‌ای از سوی فیبا بود که باید عرف فدراسیون بسکتبال ایران را رعایت می‌کرد. فدراسیون ایران از ساخت چنین ویدیویی بی‌اطلاع بوده و فیبا بدون هماهنگی اقدام به انتشار آن کرده است. ما از موضوع ساخت چنین ویدیویی خبر نداشتیم.»

🔹معزی‌فر گفت: «این مسائل در رختکن خانم‌هاست و برای ساخت چنین ویدیویی باید حساسیت بیشتری نشان می‌دادند. ما موافق این بودیم که ادیت مجددی شود. در آن زمان اگر هماهنگ می‌کردند، پروتکل خودمان را می‌گفتیم و مشکلی هم نبود.»

🔹او مدعی شده که هیچ برخورد تنبیهی با بازیکنان انجام نمی‌شود: «هیچ محرومیتی برای بسکتبالیست‌ها در کار نیست. ما، هم به خاطر محرم و هم فضای جنگ تحمیلی، سعی کردیم تمرکز بچه‌ها را روی مسابقات حفظ کنیم. با توجه به شرایط، ۱۰ روز زودتر آنها را فرستادیم تا همه چیز برایشان فراهم باشد.»

@iranintltvsport"
2025-07-14 06:04:06+00:00,"رییس پژوهشگاه هواشناسی نقش جنگ ۱۲ روزه با اسرائیل در آلودگی هوای تهران را رد کرد. 
مهدی رهنما گفت: «بخش عمده گردوخاک این روزها منشاء طبیعی دارد و به دلیل تغییر اقلیم و فعال شدن کانون‌های داخلی و خارجی است.»

او افزود: «بسته به منطقه جغرافیایی که گرد و خاک در آن اتفاق افتاده، منشاء ریزگردها متفاوت است.»

این مقام سازمان هواشناسی درباره امکان اثرگذاری حملات اسرائیل بر آلودگی هوا گفت:‌ «حملات اسرائیل نقطه‌ای بوده ولی گرد و خاکی که در حال حاضر با آن مواجه‌ایم، پهنه وسیعی از استان تهران را تحت تاثیر قرار داده است. این حملات در سطح شهر تهران اتفاق افتاده است.»
https://iranintl.com/202507140157"
2025-07-14 05:18:23+00:00,"رزمایش «تالیسمان سیبر»، بزرگ‌ترین مانور نظامی مشترک استرالیا و ایالات متحده، روز یکشنبه با مشارکت بیش از ۳۵ هزار نیروی نظامی از ۱۹ کشور آغاز شد. این یازدهمین دوره از این رزمایش دوسالانه است و بزرگ‌ترین تمرین نظامی در خاک استرالیا محسوب می‌شود.
 
در این رزمایش کشورهای فرانسه، ژاپن، کره جنوبی، آلمان، فیلیپین، بریتانیا و دیگر شرکای منطقه‌ای نیز حضور دارند. هدف این رزمایش، افزایش آمادگی نظامی، هماهنگی عملیاتی و تقویت توان بازدارندگی متحدان در منطقه آسیا-پاسیفیک اعلام شده است.
 
در پی افزایش تنش‌ها با چین بر سر تایوان، ایالات متحده از دو متحد اصلی خود در آسیا، استرالیا و ژاپن، خواسته است تا موضعی روشن درباره نقش احتمالی‌شان در صورت وقوع جنگ با چین اتخاذ کنند.
 
علیرضا محبی خبرنگار ایران‌اینترنشنال گزارش می‌دهد.
@iranintltv"
2025-07-13 23:13:23+00:00,"کاظم غریب‌آبادی، معاون حقوقی و بین‌المللی وزارت امور خارجه جمهوری اسلامی، در گفتگوی ویژه خبری شبکه خبر صدا و سیمای جمهوری اسلامی گفت:
«اسرائیل تنها در شش روز همه کشورهای عربی را شکست داد، اما در جنگ اخیر داشت فرو می‌پاشید. ما هنوز بسیاری از تجهیزات نظامی‌مان را استفاده نکرده‌ایم.»
@iranintltv"
2025-07-13 22:14:01+00:00,"مراد ویسی، تحلیل‌گر ارشد ایران‌اینترنشنال، گفت: «اگرچه آغاز جنگ تازه نتیجه سیاست‌های خامنه‌ای و سپاه است، اما این مردم ایران‌اند که بهای آن را می‌پردازند. حمایت از گروه‌هایی مانند حماس و حوثی‌ها، کشور را به‌جای توسعه، به‌سوی جنگ و فروپاشی اقتصادی کشانده است.»
@iranintltv"
2025-07-13 22:13:47+00:00,"مراد ویسی، تحلیل‌گر ارشد ایران‌اینترنشنال، گفت: «عاملی که خطر جنگ دوباره را تشدید می‌کند، تصمیم احتمالی اسرائیل برای هدف قرار دادن افرادی است که در چهار دهه گذشته نه‌تنها آرمان «نابودی اسرائیل» را تکرار کرده‌اند، بلکه شبکه‌ای از گروه‌های نیابتی را در اطراف اسرائیل شکل داده‌اند.»
@iranintltv"
2025-07-13 21:33:13+00:00,سیاست با مراد ویسی: نشانه‌های جنگ دوم اسرائیل و جمهوری‌اسلامی
2025-07-13 20:04:06+00:00,"محمدرضا عارف، معاون اول دولت پزشکیان، با بیان اینکه «اجازه هم نمی‌دهیم دشمن از جبهه اقتصادی به کشور آسیب برساند»، گفت: «شیوه مدیریت اقتصادی کشور در جنگ ۱۲ روزه باید به عنوان الگو و مبنا قرار گیرد.»

او افزود: «مصوبه جلسه هفته گذشته ستاد تنظیم بازار مبنی بر بازگشت قیمت‌ها به قبل از آغاز جنگ ۱۲ روزه لازم‌الاجراست.»
https://iranintl.com/202507133669"
2025-07-13 19:36:28+00:00,"۲۰ روز پس از آتش‌بس بین اسرائیل و جمهوری‌ اسلامی و ۱۰ روز پس از اعلام بازگشایی فرودگاه‌های اصلی، شامل فرودگاه خمینی و مهرآباد، باز هم شرایط عادی نیست. پروازهای خارجی یک‌پنجم شده‌اند، خبری از پروازهای اروپایی و آسیای شرقی نیست و ایرلاین‌های داخلی می‌کوشند جای خارجی‌ها را پر کنند.

۱۷ خرداد آخرین شنبه پیش از حمله اسرائیل در ۲۳ خرداد بود. در آن روز جمعا ۱۳۷ پرواز داخلی در فرودگاه مهرآباد نشست و برخاست داشتند.

این عدد شنبه ۲۱ تیر با گذشت حدود ۲۰ روز از پایان جنگ،‌ به ۷۰ پرواز رسید که از این تعداد ۱۰ پرواز مبدا یا مقصد خارجی داشتند.

با احتساب پروازهای خارجی، تعداد پروازها در مهرآباد نزدیک به ۵۰ درصد و بدون احتساب پروازهای خارجی، تعداد پروازهای این فرودگاه نزدیک به ۵۶ درصد نسبت به پیش از جنگ کاهش یافته است؛ در واقع نصف شده است.

یکی از کارکنان فرودگاه مهرآباد در مصاحبه با ایران‌اینترنشنال گفت یکی از دلایل کاهش چشمگیر پروازهای داخلی، کاهش تقاضا برای آن‌هاست.

ادامه این گزارش را در وبسایت ایران اینترنشنال بخوانید
https://iranintl.com/202507130477"
2025-07-13 19:15:05+00:00,ویدیوهای منتشرشده در یکشنبه ۲۲ تیر از آتش‌سوزی‌های گسترده جنگلی در استان لاذقیه سوریه در نزدیکی مرز ترکیه حکایت دارند. این آتش‌سوزی‌ها بیش از ۱۰ روز است که بخش‌های وسیعی از استان ساحلی لاذقیه را درگیر کرده و کشورهای اردن، لبنان، ترکیه و قطر برای کمک، تیم‌های آتش‌نشانی و تجهیزات امدادی به سوریه اعزام کرده‌اند.
2025-07-13 17:34:04+00:00,"روزنامه شرق نوشت با گذشت یک ماه از جنگ با اسرائیل، هنوز نهاد مسئول پرداخت دیه و غرامت مشخص نیست و هیچ‌کس خسارتی دریافت نکرده است. منابع مالی جبران خسارت نیز همچنان نامعلوم است.

گفت‌وگو با سینا قنبرپور، روزنامه‌نگار
@iranintltv"
2025-07-13 17:08:59+00:00,"خبرگزاری فارس، وابسته به سپاه پاسداران، جزئیاتی از آنچه حمله اسرائیل به جلسه شورای عالی امنیت ملی جمهوری اسلامی در جریان جنگ ۱۲ روزه خوانده، منتشر کرد و نوشت که مسعود پزشکیان در جریان تلاش برای خروج از ساختمان بمباران‌شده محل نشست، از ناحیه پا زخمی شد.

گفت‌وگو با فرزین ندیمی، پژوهشگر ارشد امور دفاعی و امنیتی در موسسه واشینگتن
@iranintltv"
2025-07-13 15:40:27+00:00,"🔻مجتبی فریدونی، عضو هیات مدیره باشگاه استقلال، در یک استوری اینستاگرامی خواسته است که فدراسیون فوتبال جریمه ساپینتو را به دلیل پذیرفتن هدایت آبی‌پوشان در روزهای جنگ ۱۲ روزه ببخشد. او بدون نام‌بردن از اسامی، نوشت که این بخشش، همانند صدور مجوز کار «دو مربی وطنی» پس از  سفر زیارتی به عراق است.

🔹اشاره او به ماجرای ممنوعیت کار جواد نکونام و یحیی گل‌محمدی است که در دو فصل گذشته با حواشی زیادی توانستند با استقلال، پرسپولیس و فولاد قرارداد ببندند.

🔹فریدونی دراین‌باره نوشت: «وقتی دو مربی وطنی که هر کدام به نوعی برای ادامه کار در لیگ با ممنوعیت‌ها و محدودیت‌هایی روبرو بودند با یک سفر زیارتی دو سه روزه مشکلشان حل شد و مجوز کار را دریافت کردند، با همین دیدگاه تساهل و تسامح می‌شود محرومیت مربی خارجی که در بحبوحه جنگ برای حضور در کشور اعلام آمادگی کرده و این اقدام او منشاء الهام بخشی و ایجاد امید در شرایط سخت بوده را نادیده گرفت و اینگونه اقدام او را ارج نهاد.»

@iranintltvsport"
2025-07-13 15:10:50+00:00,"روزنامه جهان صنعت هشدار داد کسری بودجه دولت به دلیل افزایش هزینه‌های جنگ و کاهش درآمدهای نفتی و مالیاتی تشدید شده است.
گفت‌وگو با حسن منصور، اقتصاددان
@iranintltv"
2025-07-13 15:09:45+00:00,"محمدجواد ظریف، وزیر خارجه دولت روحانی با بیان اینکه اگر ما موشکی داریم به خاطر این است که «مردم» ساخته‌اند، گفت: «ما چیزی از خارج نگرفته‌ایم.»
وزیر خارجه اسبق جمهوری اسلامی با اشاره به اینکه کسی نمی‌تواند توان هسته‌ای جمهوری اسلامی را از بین ببرد، افزود: «اگر فردو، نطنز و جاهای دیگر را بزنند باز هم توان هسته‌ای ما باقی می‌ماند، چون این توان وارداتی نیست.»

او حضور علی خامنه‌ای را که بعد از ۲۲ روز زندگی مخفیانه در طول جنگ جمهوری اسلامی و اسرائیل در حسینیه دفترش رخ داد را دلیل «مردمی بودن حکومت جمهوری اسلامی» توصیف کرد.
https://iranintl.com/202507131337"
2025-07-13 14:02:11+00:00,"مسعود پزشکیان با بیان اینکه «حق نداریم نظر خود را به زور به دیگران تحمیل کنیم»، گفت: «اگر کسی با ما مخالف بود، لزوما به معنای آن نیست که دشمن ماست.»
او افزود: «در جنگ ۱۲ روزه افرادی که مخالف ما بودند یا زنانی که به خاطر حجاب‌شان مورد انتقاد بودند، علیه اسرائیل موضع‌گیری کردند و با حضور در اجتماعات به او تودهنی زدند.»
https://iranintl.com/202507139101"
2025-07-13 13:11:59+00:00,"رسانه‌های ایران درباره تشدید بحران اقتصادی کشور پس از جنگ با اسرائیل هشدار دادند.
بررسی تبعات جنگ ۱۲روزه بر اقتصاد ایران در گفت‌وگو با آرش حسن‌نیا، روزنامه‌نگار اقتصادی
@iranintltv"
2025-07-13 13:01:25+00:00,"محمود نبویان، نایب رییس کمیسیون امنیت ملی مجلس با اشاره به جنگ ۱۲ روزه جمهوری اسلامی با اسرائیل گفت: «آمریکا از روز چهارم، پنجم، برای پایان جنگ و آغاز مذاکره التماس می‌کرد.»
او افزود: «آن‌ها برای این کار دست به دامن ما شده بودند.»
نایب رییس کمیسیون امنیت ملی مجلس ادامه داد: «وقتی فرماندهان ما را زدند، به ما شوک وارد شد، اما هنر رهبری این بود که فرماندهان جدید را بعد از چند ساعت نصب کرد و وارد عمل شدند.»
https://iranintl.com/202507135057"
2025-07-13 12:58:47+00:00,"آدرین فضائلی، کارشناس ارشد هوافضا، گفت تسلط کامل اسرائیل بر آسمان ایران در جریان جنگ ۱۲ روزه، نتیجه کنار گذاشتن نیروهای نخبه از ساختار دفاعی کشور از سوی جمهوری اسلامی است.
@iranintltv"
2025-07-13 12:55:08+00:00,"خبرگزاری فارس، وابسته به سپاه پاسداران، جزئیاتی از آنچه حمله اسرائیل به جلسه شورای عالی امنیت ملی جمهوری اسلامی در جریان جنگ ۱۲ روزه خوانده، منتشر کرد و نوشت که مسعود پزشکیان در جریان تلاش برای خروج از ساختمان بمباران‌شده محل نشست، از ناحیه پا زخمی شد.

جزییات بیشتر با اشکان صفایی، خبرنگار ایران‌اینترنشنال
@iranintltv"
2025-07-13 12:34:02+00:00,"محمد سبزی، نماینده ساوه در مجلس گفت زمانی که اسرائیلی‌ها از ترس پناه گرفته بودند، مردم ما در صحنه بودند و در عزاداری‌ها و نماز جمعه رجزخوانی کردند. 
او ادامه داد: «درایت رهبری در اتاق هدایت جنگ ۱۲ روزه، موجب شگفتی و مبهوت شدن بیشتر تحلیل‌گران دنیا شد.»
https://iranintl.com/202507138942"
2025-07-13 11:45:09+00:00,محمود نبویان، نایب رییس کمیسیون امنیت ملی مجلس، در گفت‌وگو با خبرگزاری فارس، وابسته به سپاه پاسداران گفت که آمریکا قبل و در هنگام جنگ مدام پیام‌های «التماس‌آمیز» می‌فرستاد که جمهوری اسلامی با آنها کاری نداشته باشد. او می‌گوید: «روز قبل از حمله به مراکز هسته‌ای پیام داد که ما حمله می‌کنیم و شما هم یکی از پایگاه‌های ما را بزنید. ما جواب نمی‌دهیم تا تمام شود. التماس می‌کرد.»
2025-07-13 11:38:54+00:00,"به‌ گزارش شبکه ۱۲ تلویزیون اسرائیل، یک اف‌۱۵ نیروی هوایی این کشور که در جریان حملات ماه گذشته به ایران در حال پرواز بر فراز آسمان تهران بود، با نقصی جدی در سیستم سوخت‌رسانی مواجه شد که می‌توانست منجر به فرود اضطراری آن در خاک ایران شود.
این جنگنده در یکی از ماموریت‌های پروازی که تاریخ آن اعلام نشده، در میانه ماموریت بر فراز تهران دچار اختلال در یکی از مخازن سوخت خود شد؛ مشکلی که موجب شد سیستم انتقال سوخت آن به‌درستی عمل نکند و سطح سوخت جنگنده به‌شدت کاهش یابد.
بنا بر این گزارش، پس از اطلاع‌رسانی خلبان این جنگنده، ستاد فرماندهی نیروی هوایی اسرائیل  برخلاف برنامه اولیه، هواپیمایی سوخت‌رسان را که برای این ماموریت پیش‌بینی نشده بود، به‌طور اضطراری به منطقه عملیات اعزام کرد.
این هواپیمای سوخت‌رسان موفق شد به‌موقع به جنگنده دچار مشکل برسد و با انجام سوخت‌گیری در هوا، مسیر ماموریت را احیا و فرود اضطراری در خاک ایران را منتفی کند.


https://iranintl.com/202507122401"
2025-07-13 11:06:14+00:00,"هم‌زمان با تشدید آلودگی هوا و گردوخاک در تهران، رییس مرکز ملی اقلیم سازمان هواشناسی تاثیر انفجارهای ناشی از جنگ ۱۲ روزه را در آلودگی هوای پایتخت رد کرد.

جزییات بیشتر در گفت‌وگو با لیلا سعادتی، عضو تحریریه ایران‌اینترنشنال
@iranintltv"
2025-07-13 11:04:07+00:00,"بیش از ۴۰۰ نفر از مدرسین عضو مجمع عمومی جامعه مدرسین حوزه علمیه قم در بیانیه‌ای، از فتوای محارب بودن تهدیدکنندگان خامنه‌ای حمایت کردند. 
این بیانیه همچنین از «دادگاه‌های بین‌المللی»، خواستار محاکمه و مجازات گروسی، مدیرکل آژانس انرژی اتمی، نتانیاهو و ترامپ به عنوان «جنایتکار جنگی» شده است.
https://iranintl.com/202507138553"
2025-07-13 10:16:10+00:00,محمدباقر قالیباف، رییس مجلس، یکشنبه ۲۲ تیر گفت: «ملت عزیز ما بدانند که همکاران ما در روزهای سخت آغاز جنگ، سنگر مجلس را محکم‌تر و مستحکم‌تر از هر زمان برقرار کردند و حضور پیدا کردند و قوانین بسیار موثری مثل قانون تعلیق همکاری با آژانس را در مجلس تصویب کردند.»
2025-07-13 09:55:57+00:00,"مسعود پزشکیان با اشاره به جنگ ۱۲ روزه با اسرائیل گفت: «ما هرگز قلدری نکرده و نمی‌کنیم، اما زیر بار زور و قلدری هم نمی‌رویم.»
او در جمع وزیر و مدیران وزارت نفت افزود: «در تلاش هستیم با پیشبرد مسیر دیپلماسی از تکرار جنگ و درگیری جلوگیری شود، جنگ به نفع هیچ‌کس نیست و هرگز برنده‌ای ندارد.»
پزشکیان ادامه داد: «توانمندی‌ها و موشک‌های نیروهای مسلح جمهوری اسلامی ابهت اسرائیل را درهم شکستند.»

https://iranintl.com/202507135671"
2025-07-13 09:34:01+00:00,"محمدباقر قالیباف، رییس مجلس گفت: «ملت ما ثابت کرده‌اند یک ملت حسینی هستند.»
او افزود: «همکاران ما در روزهای سخت آغاز جنگ سنگر مجلس را محکم‌تر و مستحکم‌تر از هر زمان برقرار کردند و حضور پیدا کردند و قوانین بسیار موثری مثل قانون تعلیق همکاری با آژانس را در مجلس تصویب کردند.»
https://iranintl.com/202507132948"
2025-07-13 09:20:49+00:00,"مئیر جاودانفر، تحلیل‌گر مسائل اسرائیل، گفت: «افزایش اعتمادبه‌نفس بنیامین نتانیاهو، نخست‌وزیر اسرائیل، نتیجه پیروزی نظامی در جنگ ۱۲ روزه با جمهوری اسلامی و هماهنگی بی‌سابقه با دونالد ترامپ است.» او افزود این دو عامل باعث شده در حال حاضر نتانیاهو با اطمینان بیشتری از تحقق اهداف اسرائیل علیه جمهوری اسلامی، با پشتیبانی دولت ترامپ سخن بگوید.
@iranintltv"
2025-07-13 09:07:39+00:00,"ولودیمیر زلنسکی، رییس جمهوری اوکراین، در شبکه ایکس نوشت: «پهپادهای رهگیر اوکراینی در هفته گذشته، صدها پهپاد شاهد ساخت ایران را سرنگون کرده‌اند. پهپادهای ایرانی شاهد یکی از ابزارهای روسیه برای طولانی کردن جنگ هستند و ما باید این تهدید را خنثی کنیم.» 
او ادامه داد: «در هفت روز حملات گسترده روسیه، بیش از ۱۸۰۰ پهپاد، ۱۲۰۰ بمب هدایت‌شونده و ۸۳ موشک به اوکراین شلیک شده است.» 
زلنسکی افزود: «روسیه با هدف ترساندن مردم حملات به شهرها را شدت داده، اما پدافند هوایی ما عملکرد خوبی داشته است.»
https://iranintl.com/202507137179"
2025-07-13 08:02:08+00:00,"در روزهایی که قدرت‌های جهانی در پایتخت ایتالیا برای سهم‌گیری در بازسازی اوکراین گفت‌وگو می‌کردند، جنگ در میدان نبرد بی‌وقفه ادامه داشت. روسیه جمعه شب ۵۹۷ پهپاد و ۲۶ موشک به اوکراین شلیک کرد.

گزارشی از نقیب بیان، خبرنگار ایران‌اینترنشنال
@iranintltv"
2025-07-13 08:01:55+00:00,"🎧دومینو: چند قدم مانده به جنگ دوم

@iranintlTV"
2025-07-13 07:04:06+00:00,"محمدرضا آشتیانی، جانشین رییس ستاد کل نیروهای مسلح جمهوری اسلامی گفت: «تجهیزات نظامی ما آسیب زیادی ندیده و آن‌قدر تجهیزات داریم که اگر بخواهیم برای ۱۰ سال بجنگیم، توان این کار را داریم.»
او افزود: «نیروی مسلح ما هم تجربه دارد، هم آموزش دیده، هم تجهیزات نوین و هم روحیه دارند.»
https://iranintl.com/202507130557"
2025-07-13 05:59:06+00:00,"محمدتقی رهبر، عضو شورای مرکزی جامعه روحانیت مبارز با اشاره به جنگ ۱۲ روزه با اسرائیل گفت: «اقتدار دفاعی ما موجب شد رویای اسرائیل و آمریکا غلط در بیاید.»
او افزود: «جمهوری اسلامی عزیزانی از دست داد، اما خسارت‌های مادی و روانی فراوانی به اسرائیل و حامیان آمریکایی و اروپایی‌اش زد.»
https://iranintl.com/202507136551"
2025-07-13 05:30:15+00:00,"کتاب‌گرد- رمان عقرب روی پله‌های راه‌آهن اندیمشک اثر حسین مرتضائیان آبکنار، داستانی از زندگی سربازان در دوران جنگ ایران و عراق است. روایت تلخ، سوررئالیستی و انسانی آن، تصویری متفاوت از جنگ و تبعات روانی آن بر انسان‌ها را به تصویر می‌کشد.
@iranintltv"
2025-07-13 03:51:30+00:00,"محمد‌جواد لاریجانی، دبیر سابق ستاد حقوق بشر قوه قضاییه، در گفت‌وگویی تلویزیونی به غافلگیر شدن جمهوری اسلامی در جنگ ۱۲ روزه با اسرائیل اعتراف کرد و ضمن اشاره به تکنیک استفاده از ریزپرنده‌ها از سوی اسرائیل، گفت: «نیرو‌های امنیتی ما این غافلگیری را جبران خواهند کرد چون تکنیکی بود که فکر نمی‌کردیم به همین راحتی در ایران پیاده شود، این تکنیک به ضرر غرب است. هزینه این تکنیک کم و تکنولوژی آن پایین است و همه جا قابل تکرار است.»
او با اشاره به اینکه دیگر هیچ جای دنیا نمی‌تواند امن باشد افزود: «اروپایی‌ها و غربی‌ها نمی‌توانند با خیال راحت این طرف و آن طرف بروند چون یک دشمن در داخل آنها پنج پهپاد در می‌آورد و جایی را خراب می‌کند.»"
2025-07-13 02:29:23+00:00,"ویدیویی که ارتش اسرائیل در شبکه اجتماعی ایکس منتشر کرده، ستون‌هایی از دود سیاه غلیظ را پس از حملات هوایی جنگنده‌های اسرائیل به بیت حانون واقع در شمال نوار غزه در روز شنبه ۲۱ تیرماه نشان می‌دهد.
در اطلاعیه ارتش اسرائیل آمده است از جمله اهداف مورد اصابت، زیرساخت‌های زیرزمینی حماس در این منطقه بوده‌اند."
